,0
74,ممتاز
75,التغليف لم يكن جيد
76,I recive it not covered or in bag it was not have extra cousion regrad covid 19 which i expected the top of the cup to be coverd  with plastic wrap thank you
77,Very good
78,Good
79,ممتاز
80,ممتازه
81,ممتاز
82,The best cappuccino youll ever have 🙏🏻😎
83,I ordered hot spanish latte but i recive cold one
84,Nice coffee
85,Good
86,Good👍🌸
87,Nice
88,سيء و قهوة ساخنة ما فيه
89,Na
90,جيد
91,Excellent
92,not good i came outside and u wasnt there for 5 mins
93,Cool
94,Thanks
95,Please needs to arrive while
96,
97,ممتازة
98,لل يوجد
99,ممتازة
100,Very good
101,شكرا
102,ممتاز
103,ا
104,Super good and nice
105,The rider is perfect
106,لذيذ
107,Thanks to rider
108,The rider is perfect
109,very good
110,Please make sure to include spoon
111,Please next time give us spoons
112,Good
113,Hi ffhgcdc
114,شكرا
115,Anazing
116,Ok
117,good
118,It's really very small😞
119,واو
120,لذيذ
121,Not happy with the timing procress
122,Nil
123,Thanks
124,Perfect
125,Sent me order to the wrong home even though he was right in front of my house and aked me to come out then gives my order to the Neighbor opposite my house
126,لذيذ
127,Thank you
128,-
129,The food was very nice
130,ok
131,👍
132,
133,حلو
134,ممتاز
135,رائع رائع رائع
136,M
137,￼
138,Good
139,Always very tasty and Lactose free
140,Was cery bad improve please
141,رهيب
142,Great
143,The server called to clarify our order and we were so thrilled
144,Great service as always
145,Awesome
146,Clod stone is always great
147,so good
148,NA
149,Ice cream was almost fully melted when It was delivered.
150,Ice cream was melted and the package was open
151,The food packaging was perfect
152,Excellant
153,No thoughts
154,Was fast thanks
155,Great service
156,Great stuff
157,Thanks
158,Ok
159,ممتاز
160,Great service and product
161,M
162,طلب مختلف عن طلبي
163,Great service and product
164,Great product and service excellent
165,why don't u add the new capsuls so we can order from talbat.  thank you 😊
166,Good
167,So quick!
168,Great service
169,Good
170,Great product and service
171,Did not receive what I ordered.
172,Very good
173,Excellent food. Good restaurant.
174,I paid for extra portions but did not receive it.
175,Food not as expected at all
176,I love their mushroom rissotto!
177,
178,Ok
179,Ok
180,"Delisious food, but little bit expensive"
181,Delicious !!
182,Everytime perfect with Bateel
183,"Food was nicely packed and warm. However, it came without forks."
184,Good
185,ا
186,￼
187,Two simple requests were ignored by Cafe bateel
188,رائع رائع من كل النواحي
189,Amazing
190,Perfect !
191,Great
192,Good
193,Amazing and dekicious
194,Without Tomato !!!!!
195,Good
196,Bad
197,Good food
198,I was impressed with how fast my order arrived
199,
200,bad
201,They miss some special request
202,"I have ordered a turkey breast meal, but i received tuna sandwich meal."
203,لا انصح  بطلب ليلآ عادي طاااف امرك من صب واي
204,-
205,Excellent
206,😘
207,Jzhssgs
208,The bedt sandwich i ever had in my intier life love it so much
209,My order is missing
210,The meal was not toasted enough as mentioned in the order
211,Fantastic
212,Didnt get my full order
213,ممتازززز
214,Very nice
215,المشروب بارد جداً
216,👍👍
217,Food came within 25 mins but wasnt warm or tasty. All three of what was ordered.
218,Too expensive food
219,One of my favorite pasta dishes in town. It's simple but it tastes really delicious😋 Thank you
220,
221,"Authentic, good, delicious."
222,I ordered pizza and it was very disappointing.
223,"I ordered tiramisu, it came frozen with a note saying that ""eat after 30 mins"". Disappointing to say the least."
224,The seafood was over cooked (Prawns and the lobster )
225,"The rider literally texted me: ""Do hurry up i need to go another order pick up"", just before I asked him to wait for 30 seconds"
226,"The first time i enjoyed a real, fresh ingredients-made pizza! 
All was perfext! Thank you"
227,Nice food
228,جيد
229,اسوء رزيتو اكلته ف حياتي كانه مرق نارجيل مل سمك م ريزتو
230,"Great food , you feel that you are eating sweet with the test you expect"
231,Amazing food!
232,Didnt like the food .. but deleviry was fast
233,The pizza flavor can be stronger
234,"The food were perfect , the brouni are balance , long time  to have such brouni , strongly recommended"
235,H
236,Great
237,"I’ve requested french press coarse coffee, and received fine filter coffee!!!!"
238,I was impressed with how fast my order arrived
239,thanjs
240,I was impressed with how fast my order arrived
241,Very good service and the bread from le petit paris is just amazing
242,Not bad croissant is good
243,الاكل تعبان وسعر مبالغ فيه
244,Amazing
245,"I orderd a Raisin Roll and Almond Croissant.
Unfortnately, itemes were put together in a small paper bag. They were squashed. 
Please make sure to package each pastry in a seperate bag."
246,Please ask them to put seal on the package so people would feel safe
247,So fast and nice
248,جدا ممتاز
249,My coffee is missing.
250,I ordered almond croissant and got plain one
251,very good
252,nice
253,The best loaves of bread !
254,Good
255,Delicious chiken pesto Sandwish!
256,-
257,Le petit paris is not as good or fresh as it used to be
258,Absolute
259,The cheesecake is very very very very very very small and it's very very very expensive
260,Needs better packaging
261,الكروسون  جبن رائع  بالطعم  ولكن  السعر مبالغ فيه جداا جداا
262,رئع
263,الحمدلله
264,Bbcckogvuvh
265,حمدالله
266,
267,Thanks
268,ت
269,M
270,استغفرالله .. الحمدلله .. لا إله الا االله ..االله اكبر 🤍 اللهم صل وسلم على سيدنا محمد 🤍
271,V
272,There is no delivey option remove it from the feedback pleasr
273,ممتز
274,ً
275,🤩
276,دعواتكم لي بالتوفيق🤍
277,شكرا
278,جزاهم الله خير وجزاكم الله خير افضل تطبيق
279,شكرا
280,amazing
281,باركو ل ريان نجحت وطلعت ليسن 😔❤️❤️
282,يارب ريان تنجح في الشارع يوم الاحد🙏🏼🤝
283,ب
284,وي
285,ت
286,جيد جداً
287,ربي يتقبل
288,Bery delicious
289,ممتاز
290,G
291,نتمنى انه نتأكد بطريقة انه الفلوس وصل للفريق الخيري
292,شكرا لكم
293,اين الطلب
294,كان تغليف الطلب ممتاز
295,😍
296,وقت التوصيل كان سريع جداً
297,كان تغليف الطلب ممتاز
298,"كان تغليف الطلب ممتاز, وقت التوصيل كان سريع جداً, حسيت ان نوعية الأكل كانت ممتازة بالنسبة للسعر, كان الأكل لذيذ جداً وفاق توقعاتي"
299,I felt I got great quality for the amount I paid
300,جيد
301,ممتاز
302,Hilal from Belkin is amazing!
303,Kebab is highly recommended
304,مو حلو واسعار مبالغ فيها
305,Good
306,Kebab are so delicious
307,Ok
308,Got wrong order
309,حجم البيتزا صغير ورقيقة مقارنةً بغيرها من المطاعم بس طيبة
310,Exellent
311,Great
312,اكلهم جميلللل
313,الطعام لم يكن لذيذ وليش مشهي
314,ب
315,Good
316,
317,The food is not fresh. It tastes as though its been reheated. Ive had to throw the chicken away altogether and lamb chops are also obviously reheated. This the second time that the chicken has tasted bad from this place. I would like a refund and i wont be ordering from this place again.
318,ز
319,🤍
320,الاكل كان باردا / ولا ادري هل السبب السايق
321,جيد جداً
322,Amazing
323,Food was messy and cold and hot pepsi
324,روعة الكوفي تسلم ايدكم
325,I asked and paid for a vanilla pump but i got an iced latte with no vanilla flavor which i paid for
326,Best iced mocha
327,
328,الايس كريم ذايببببب و بارد الكريب
329,they completely ignored my special request with regards seasoning in the croque madame.
330,They keep forgtting to put the differnt names of the meals on the paper so we Always  end up eating each other meal
331,Excellent driver
332,They added mayo in sandwich without my request
333,Nice packaging and prompt dilevery
334,Order should be shown on the boxes as we cannot tell the difference between the savory crepes.
335,Crepe was hard and lotus crepe was burnt. I dont recommend. Better off with Dip &amp; Dip.
336,Good
337,Talabat is amazing💪
338,Wrong was an omlette moy crepe
339,Superb
340,No forks and knife . How i supposed to eat 🙄
341,Not what i orders
342,No fork and spoon how we can eat waffles
343,I think i was charge twice for the order. Could you please correct this.
344,🤙🏻
345,They did not put tissue and fork with order
346,The food arrived cold and the crepe had a leathery texture from being cold. The smoothie was not cold enough.
347,Good packing. Best crepe in town.
348,Its goooood👍🏼
349,Good services
350,It was really good
351,￼
352,Good
353,Excellent
354,ممتاز
355,Good
356,"Great Pizzas, for sure not last time"
357,Good
358,Drinks and sauces missing! Pizza very cold!
359,"Food is cold, driver didnt have bag to keep food hot"
360,I felt I got great quality for the amount I paid
361,ممتاز
362,ممتاز
363,ممتاز
364,Rider was completly unprofessional with in accurate tracking . I had to drive out to recieve the order . At the same time  he was handling multiple  orders
365,"Pizza wasnt delivered, it only had pepperoni rolls"
366,الأكل ليس طازجا ووصل باردا
367,Very good
368,"You are not have estimation for your time.
It was writen 27 minutes, I received after 57 minites.
You have gap more than double which is really not accepted or reasonable!!!!"
369,Special request is ignored
370,قيمه مبالغ فيهاا جدااا
371,جيد
372,روعه ورهيب ونفس الطلب
373,"اشتريت بخور السفير، ريحته ما حلوة أبدا، ولا كأنها بخور،،،، دخان ثقيل بدون رائحة.

لا أنصح به على الاطلاق"
374,لماذا لا يوجد ملاعق في طلبية
375,ممتاز
376,ممتاز
377,ممتازه
378,Perfect
379,good
380,Amazing
381,🥰
382,It's said that it's buy 1 get one but I received only 1 item.
383,There are no spoon in the order 🤌🏻
384,Rider is too annoying!
385,it had a wired flavor that hurted my toung
386,Yumy yumy
387,الطلب لذيذ
388,No spoons been provided and I dont know why??!!
389,He hung the order on the door and left before i could instruct him not to do so
390,❤️❤️❤️
391,Good
392,Very good
393,
394,Good
395,اريد استبدال المنتج
396,
397,Excellent ! Super tasty food 👍🏻
398,الاكل غير طازج.
399,👍
400,The salad was very bad  and very spicy
401,Very nice!
402,"I payed almost 5 rials and got packaging from resturants that charge 500 baisa for a breakfast, shameful"
403,I missed the bread and the butter that usually comes with the salad
404,It was really good
405,Small portion of grilled potatoes for the price 800bz
406,Excellent
407,Great food as usual
408,Order took way to long and we only ordered soup
409,Always so good thanks
410,Always great food!
411,A nice selection for breakfast
412,Excellent
413,Very good food!
414,Excellent as always
415,Excellent
416,I loved how my order was packaged it was fresh and good but not wow the Mediterranean salad was tastier 😋
417,Excellent
418,😅 كمية الدجاج قليلة جداً مقارنة بالمرات الماضية
419,Excellent taste .. staff if confused witb ur order they will call to ensure u get the correct order. Thumbs up
420,Excellent
421,"I ordered my grape bubble tea with cream, but I received without cream"
422,"Since you are charging more than OMR 1 per pancake, please work on your packaging! I received my pancake open; all it takes a sticker to ensure the food arrives fresh and warm! I wish I can attach a photo on this app!"
423,You are amazing
424,Rider went to complete other orders. if I wanted a bubble tea with ice I would have got that rather than a frappe. also the bubble tea was hot by this point. riders should complete one order before making other orders.
425,
426,Love the restaurant
427,good
428,nice
429,taste really good! it's my first time to try a new flavor
430,Instead of enjoying ghe salad I was too busy picking off the onions which were not mentioned in the dish description.
431,The food was super yummy
432,"الطلب وصل وغير مكتمل
لا يوجد ملاعق علما بانه تم إزاله علامه للحصول على ملاعق من المطعم وتم تجهال الملاحضات"
433,"Food is so nice, price is too high"
434,Food was very bland
435,👍🏻
436,جيد
437,"He left the food on the floor and leave
The food isnt well packed to be left on the floor
He didnt even call me to tell me he's outisde he just left it on the flooor outside next to my car tire??? I didnt choose contactless delievry and FYI i have a dog he couldve taken my food!!!"
438,الطلب ناقص والسايق ما يرد على الاتصال
439,اصابع الجبن كلها زيت وما يبين فيها الجبن ناشفه  والسعر غالي عليها بس سندويتش الكبدة لذيذه دائما اطلبها
440,👍🏻
441,The food is very tasty
442,جيد
443,ممتازة
444,سريع
445,ا
446,لذيذ
447,Salad was a little soggy but the sandwishes and checken was delicious
448,Best restaurant in muscat
449,"ارجاع المبلغ ناقص 
استلم ١٠ ريال  والحساب ٦ ريالات ٢٠٠ بيسه 
وارجع لي ٣ ريلات و ٢٠٠ بيسه ؟؟؟!!!!"
450,Best restau in oman
451,Very good
452,Very very very goooood
453,
454,رائع
455,❤️
456,زد
457,💕
458,May Allah accept our charity....Aameen
459,G
460,من ميزان حسناتكم
461,Su
462,￼
463,👍🏻
464,May god bless you for the good work which you are doing.
465,ز
466,ممتاز
467,ok
468,Good
469,ممتاز
470,KEEP UP THE GOOD WORK.MAY GOD BLESS YOU.
471,🌹
472,دار العطاء ما يوصل اكل ود الحلال
473,Goid
474,The ultimate fries came without beef !!! 😠😠😠
475,Good but can be better. It was somehow tasteless.
476,chicken fillet sandwich is very good. one problem by my side was i thought the lemonade was mojito and wasted money only on lemon juice and a little berry bits
477,good
478,🙂
479,Keep ip the good work
480,Bill No: 1645954378 Strawberry Lemonade Regular 1.200 rials MISSING
481,Jj
482,Very good
483,"The food is good. However, they could've added more veg options. Plus, it is called cheese fries, so please put good amount of cheese !"
484,لم يكن الأكل جيداً اطالاقاً
485,"Hot, delicious, and fast ! ❤️‍🔥"
486,Yummm
487,Good
488,There is no way i paid this much for a half sandwish
489,They forgot my drink
490,You forgot tissue and spoon
491,المطعم والوجبات فوق الممتاز
492,Bussin
493,Kindly check my complaint I raised
494,👌👌👌
495,ود الحلال هذا ما مطعم تسوي رفيو يا حبيب قلبي انت باكر الكلاسيكو كيف شابه ؟
496,شكرا في ميزان حسناتكم
497,
498,خههههه تستهبل ؟ تراه ما يوصلوا اكل سلامات كبتن
499,🙂
500,Good
501,V
502,Goo
503,شكرا
504,I felt I got great quality for the amount I paid
505,ما نقص مالٌ من صدقه
506,الأكل كان ممكن يكون أفضل
507,"The food packaging was perfect, I was impressed with how fast my order arrived, I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations"
508,I didnt have the choice to choose the same type of cookie so i wrote a special request and it's totally ignored !
509,حلو ونظيف
510,Best cookies in Oman!
511,جميل
512,ممتاز
513,Thank you for not ignoring my note.
514,كوكيز النوتيلا ولا غلطه يجنن
515,👌👌👌
516,The cookies were Below average  not recommend it
517,Good
518,Extrnely poor product extrmelg expebsive and not as pee pic very small portion
519,ممتاز
520,it was the best cookie ive ever ate
521,G
522,لذيذ وهش
523,alright
524,احلى كوكيز
525,‏أحلى ناس طلبات
526,Most of the cookie is nutalla lol
527,"For the big 4 cookies box, i didnt get the same flavor of cookies i chose. Perhaps there was a shortage and they tried to call me to tell me that they will replace the cookies flavor. I didnt reply to the call as i cannot. I recommend messaging people on whatsapp if they dont reply to the phone call."
528,Good 👍🏼
529,هل تم توصيل الأمانة إلى الجمعية؟
530,بالتوفيق❤️
531,ا
532,
533,ت
534,👍
535,
536,
537,Gr8
538,gg
539,👍🏻
540,🤝
541,اتمنى يكون سريع التوصيل اقل عن نص ساعه
542,Good job
543,استمروا في هذا التعامل المميز
544,Excellent service
545,nice driver
546,-
547,.
548,ممتاز
549,حبيت طريقة تغليف طلبي
550,ممتاز
551,I need to return coz i wrote i want number A1
552,درجة الفاونديشن غامق وانا طالبه بيج
553,طلبت و دفعت مسبق عن طريق البطاقه و ما وصلني الطلب و مكتوب تم الاستلام..غش
554,نريد اصناف ثانيه اضافيه
555,❤️❤️
556,احسن طلبيه وصلت صراحه ❤️❤️
557,شكرا
558,I felt I got great quality for the amount I paid
559,Too much sugar
560,برفكت
561,"كان تغليف الطلب ممتاز, كان الأكل لذيذ جداً وفاق توقعاتي"
562,"The food packaging was perfect, I was impressed with how fast my order arrived, I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations"
563,"جميل جدًااا .. شغل الكافيه جدوا مرتب وراقي .. تعشقونه حقيقي
والكوفي لذيذذذذ"
564,الطلب غلط انا طلبت ٢ ووصلني ١ وانا دفعت المبلغ
565,ممتازة
566,😋😋😋😋😋
567,"Said saif or saif said , he is working in Ushk he is super excellent and friendly and very helpful I will always order form Ushk"
568,Ushk cake is delicious but over priced
569,"I loved how my order was packaged, My order arrived very fast, I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations"
570,ممتاز
571,I need to return coz i wrote i want number A1
572,درجة الفاونديشن غامق وانا طالبه بيج
573,طلبت و دفعت مسبق عن طريق البطاقه و ما وصلني الطلب و مكتوب تم الاستلام..غش
574,نريد اصناف ثانيه اضافيه
575,❤️❤️
576,احسن طلبيه وصلت صراحه ❤️❤️
577,شكرا
578,I felt I got great quality for the amount I paid
579,Too much sugar
580,برفكت
581,"كان تغليف الطلب ممتاز, كان الأكل لذيذ جداً وفاق توقعاتي"
582,"The food packaging was perfect, I was impressed with how fast my order arrived, I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations"
583,"جميل جدًااا .. شغل الكافيه جدوا مرتب وراقي .. تعشقونه حقيقي
والكوفي لذيذذذذ"
584,الطلب غلط انا طلبت ٢ ووصلني ١ وانا دفعت المبلغ
585,ممتازة
586,😋😋😋😋😋
587,"Said saif or saif said , he is working in Ushk he is super excellent and friendly and very helpful I will always order form Ushk"
588,Ushk cake is delicious but over priced
589,"I loved how my order was packaged, My order arrived very fast, I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations"
590,Excellent
591,Realy im angri. I was too much waithing for damage things 😤talabat not like before
592,Good
593,good
594,جيد
595,كان الايسكريم ذايب
596,Great.
597,
598,
599,The portion is not worth its value
600,ew
601,The ice cresm is melted !
602,U
603,في مطاعم احلى بواجد ماحلوو طعمه البررررر كل عصائرهم حتى النوتيلا مغشوش فيههه
604,
605,i didnt enjoy the quality but delivered quick
606,He was fast and kind
607,Very good
608,سلاش الفراولة لا ثلج ولا طعم كأنه دواء استغفر الله
609,Very good
610,و
611,يعني عادي غالي ع الفاضي
612,اسعارة غالية ومبالغ فيها
613,اخبرتكم اريد خردة ٥٠ ريال اتي السايق بدون خردة
614,.
615,شكرا
616,VERYY VERYYYY BAAAAAAD BAKLAWAA ITS OLLD AND NOT GOOD TASTE AT ALLL
617,كنت متحمسه للطعام ولكن كان طبق الحلا أقل من مستوى التوقعات
618,لذيذ جدًا
619,ممتاز
620,Good service
621,Generous servings and really good service! Will definitely order again soon!
622,كميه واجد صغيره
623,-
624,Nice
625,😃😃😃
626,الذ حلويات ذقتها بامانه، جربت البقلاوة المحشيه بالقشطه طعمها خياال ونكهة السمن الطبيعي ومليانه فستق وقشطه جدااا شهية شي عجيب وجربت الكنافة المحشيه قشطه طريه وطازجه وطعمها بعد جمييل،، واهم شي قشطتهم بالحلويات فعلا طازجه مو مثل بعض محلات ثانيه،،فعلا شغل شيف خمس نجوم
627,اسم على مسمى ناااااار❤️‍🔥
628,"I ordered 2 Tirammissu 
They brought 2 cakes and i didnt accept to take them while noting that i already paid for my order"
629,رهيب شكرًا على هدية
630,"Awesome 😋
Please continue with the same taste 
Will definitely order again"
631,ممتاز
632,There is a stapler wire in food
633,No coment
634,Good
635,🧡
636,PLS THE TALABAT GUY DID NOT RETURN MY CHANGE I PAY 10 RIALS AND HE DID NOT COME BACK CAN YOU HELP ME? I want to complain
637,كميه اكل قليله والسعر مرتفغ والطعم تغير كاري دجاج
638,Very good
639,Food is a bit cold but still tastey. The kimchi didnt meet expectations.
640,"He would not being the food to my door. 
I had to argue to get hime to bring the food to the first floor."
641,Good
642,ممتاز
643,Good
644,Excellent
645,Its not even half of the portion
646,Ok
647,my order not complete but I'm thankful the talabat very accommodating they refund.
648,Good
649,Favourite comfort food 💖
650,👍🏻👍🏻👍🏻
651,Good
652,i always order chicken BBQ lauriat and always have ice tea  but that day they didnt give ice tea so dissappointed
653,"The meat is not good , full of fat . 
Couldnt eat"
654,"Nice pattys, buns and sauce but if you are toing to put olives they better be tasty and juicy. Next time no olives for me thanks."
655,جيد
656,ليس جيد
657,Order wrong
658,I didnt receive a drink with my meal
659,الاكل موب نفس الصوره
660,Terribe service no food and told to wait almost 90 mins still havent received
661,Every thing was good
662,الأكل لذيذ لكن كثير يتأخر الطلب لحد ما يوصل
663,My food was cold
664,missing items
665,طعم مادة الاشتعال المستخدمه لتوليع الفحم موجوده فالبرجر وهو غير قابل للاكل
666,Yummy food
667,Good timing of dealivery
668,Food was soo good but messy packaging
669,Welldone! Improved both ways👍🏽
670,ممتاز
671,"i order lamb,  they give chicken"
672,Very giod
673,Gud services
674,ممتاز
675,ممتاز
676,
677,Item. It healthy . I found inside a stone ?!!!
678,Nothing
679,❤️❤️
680,
681,Exellent!
682,"The order’s packaging was average, Food quality was good compared to the price, Food was pretty good, I was impressed with how fast my order arrived"
683,جميل جدااا
684,Food quality was good compared to the price
685,"طلبت عش البلبل ،وصلتني بقلاوة و غير  طازجة
, نوعية الأكل لازم تتحسن"
686,"This is not petite four, Food quality should definitely be improved, It wasn’t great value for money"
687,it's from Star Turkish sweet /  if I compared with Turkish Baklava.. i give 7/10 .. it was ok.. but not Wow like the real Turkish sweet
688,الطلبية كانت بقلاوة فقط واستلمت بقلاوة مشكلة
689,Items chosen from list were not avaiable after ordering. Need to update your lists.
690,جميل
691,The product came without eye sloution! Which isnt the norm
692,-
693,"I was impressed with how fast my order arrived, I felt I got great quality for the amount I paid"
694,"I got a free gift with my order, thank you 👍😊"
695,Very delicious 😍
696,التأخير
697,شكرا
698,Good
699,و
700,"I was so disappointed, I remember I ordered my food at 11:30 and I recieve it exactly at 12:30. I ordered iced latte and the ice was totally melted and teast like drinking water"
701,"Hot dog croissant, too spicy 🌶🥵"
702,جيده جدااااا
703,Delicious
704,Very nice food thank u
705,Yahooooo
706,
707,Fresh and delicious
708,لذيذ جدًا قوي
709,Yummiest croissants and san sebastian cheesecake !!
710,🥰🥰
711,مشروب ليش نص ندفع
712,ممتاز
713,🌺
714,Perfect
715,"Best experience ever , thhankkk youuu🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍"
716,Good
717,الكروسون من الآخر 😋😋😋😋😋😋،، بس الأسعار شوي مرتفعة
718,Verey good 👍
719,الوصول بسرعه
720,ماشاء الله
721,Super
722,الثلج ذائب
723,J
724,"The guy who made my starbucks should get a raise ""what a lad"" he really is !"
725,I didnt get tge right size.
726,طلبت امريكانو ساخن ووصلني ساااااخن
727,So nicd
728,The item i recived was wrong
729,لذيذ
730,I paid for a vanilla latte with extra shot and caramel. where is my refund? I only got large latte
731,💕💕
732,جيد
733,Always the best team.
734,I writ the spical request twis .. they egnor it
735,Milk was wromg
736,Excellent
737,Good
738,شكرا
739,missing fries from my meal
740,Order was not delivered
741,اخذ مني ١٠٠ بيسة زيادة بدون سبب
742,حتى لشخص م يكفي
743,Quick but food was cold
744,رزا
745,👍🏻
746,So goood
747,rider was lazy and didn't want to deliver to my door instead asked me to look for him out on the street. I might as well get in my car and get a drive through
748,"The rider was quick and very polite , Thank you"
749,ظ
750,شكراً لكم
751,Food missing ans drink spilt all over  remaining  food
752,Very good
753,تاخير
754,Bad servies
755,ممتز
756,
757,Good
758,thanks
759,Chicken was old!
760,No spoons with the orders and the toppings very mini 🙄
761,First time ordering was delicious...!   Quality of the yogurt is absolutely phenomenal...!  Great flavors...!  EXCELLENT CHOICE to ENJOY....!!!!  Experiencing a wonderful  customer service too; Yogutland team help me to choose the flavors..👍
762,I ordered the froyo from Yogurtland through Talabat. The taste is very good. Please try their varied varieties of falvours. My personal choice is plain tart which is their most selling product.
763,I ordered the froyo from Yogurtland through Talabat. The taste is very good. Please try their varied varieties of falvours. My personal choice is plain tart which is their most selling product.
764,I ordered the Salted caramel flavour &amp; it is tooo good. I liked the taste of this flavour. I vl recommend this flavour. My rating is 5/5. Njoyed a lot
765,If I could share a picture I would. The 12oz coup wasn't even half full. That's despicable behaviour and you should be damn ashamed of your conduct. I will post the pictures on Facebook and Instagram. City centre
766,جيد
767,طلبت إضافة في الايس كريم وما وصلني
768,Not all order was delivered
769,Not good value for money!
770,My order didn’t arrive within the time I expected
771,حقيبة التبريد مميزة، واشتريت بعرض جوهرة فكانت القيمة جيدة
772,طلبي ما وصل بالسرعة التي كنت متوقعها
773,🤤🤤🤤
774,حسيت ان نوعية الأكل كانت ممتازة بالنسبة للسعر
775,Great Natural Flavors
776,Good and Healthy
777,Best food
778,طيب
779,Thanks
780,Amazing
781,رائع
782,رائع
783,Ammaozzny
784,مممتازة🤍🤍
785,"The bread was cold , the soup was perfect"
786,The best
787,Na
788,"We ordered the most expensive item off their menu, iskandar doner, but it was not served right which ruined the whole dish..they shouldve packed the bread and the meat separately. Because the meat and the sauce were on the top of the bread which made the bread totally goovey and  liquidy, we literally had to throw it off. They know thier product the best, and they shouldve known the best way to pack it when delivering!"
789,طيب
790,ممتازززة😍
791,The fries portion is little and raw
792,Good
793,"Order cancelled without notice, no support from Talabat. done order directly from the restaurant, i dont see the value of talabat if there is no support."
794,"Waited two hours, then cancelled the order"
795,ممتاز
796,Coshary was amaizing as usual but i ordered two orange juce and they brought liemon 🤦🏻‍♀️🤷🏻‍♀️
797,Very fast and friendly guy
798,ما كان  الطلب كما طلبت كنت اريد فلافل و جابلي فول😡
799,
800,حلو وسريع الله يوفقكم
801,.
802,The koushari was the best
803,"The bread is not fresh, it breaks while unwrapping, the wrapping papers are sticked to the bread"
804,لاتعليق
805,Nil
806,.
807,الصراحة نفس شوارما البلد يححح
808,Thanky
809,.
810,The shawarma was good and also falafel was good thanks
811,S
812,Good
813,اكس
814,I did not receive the correct order and i am allergic to garlic!! All order is with garlic!!
815,no
816,Food fresh and yummy!
817,"the bread was stale, dry and hard. I couldn't even cut it with my bread knife! for 2 rials for a very small loaf you expect better! Talabat at least gave me a refund as the bread was inedible. I will try them again 1 last time, as previously the bread was fresh. if it's bad again they've lost a very good customer!"
818,"Nice traditional loaf, thanks!"
819,The order didn't arrive and nobody confirmed anything
820,Overproced for very small and basic sandwich
821,Ok
822,Very good
823,Try to be more nice
824,Delicious croissants arrived fresh and warm
825,.
826,راي مامنه فايده عندكم  ... مايهمكم رأي ...
827,لذيذ
828,Extremely small portion
829,Worst keto bun i ever seen ....dont order
830,Amazing food
831,الاسعار خياليه والاحجام صغيره يعني الساندويش عباره عن بايتس
