"I have requested for a scheduled order at 3:15, but inwas shocked to see that the food was alreqdy delivered to me by 2:45!  Whats the use of scheduled orderss if you guys wont act on the timings requested by your clients!",
"I have requested for a scheduled order at 3:15, but inwas shocked to see that the food was alreqdy delivered to me by 2:45!  Whats the use of scheduled orderss if you guys wont act on the timings requested by your clients!",
Okay,
What the hell happened to Mai Thai? Our food was so tasteless that we could've been eating chalk and wouldn't know the difference! Absolutely disappointing. Not one dish was edible and since when is fried rice supposed to be sticky?!,
Very little shrimp in the green curry. Very very little. 8 small shrimps lol,
Yummu 🥲😍😍,
,
اَلْحَمْدُ للّهِ رَبِّ الْعَالَمِينَ good service,
Amazing food,
Hey Siri,
"The restaurant has always been consistent with good food, thus the loyal Clientel. However, tonight the fish wasnt fillet as requested but they did call and say if whole fish was ok to send as already prepared. Unforunately the fish was over cooked and too crispy to be able to be enjoyed. The food was delivered hot and soup was good but the fish was a waste of money.",
Very fast,
Missing red curry,
Good,
Overpriced,
Worst company and service as usual,
Expensive for what you get,
Wrong item was delivered,
Very quick delievry,
"I have requested for a scheduled order at 3:15, but inwas shocked to see that the food was alreqdy delivered to me by 2:45!  Whats the use of scheduled orderss if you guys wont act on the timings requested by your clients!",
"I have requested for a scheduled order at 3:15, but inwas shocked to see that the food was alreqdy delivered to me by 2:45!  Whats the use of scheduled orderss if you guys wont act on the timings requested by your clients!",
Okay,
What the hell happened to Mai Thai? Our food was so tasteless that we could've been eating chalk and wouldn't know the difference! Absolutely disappointing. Not one dish was edible and since when is fried rice supposed to be sticky?!,
Very little shrimp in the green curry. Very very little. 8 small shrimps lol,
Yummu 🥲😍😍,
,
اَلْحَمْدُ للّهِ رَبِّ الْعَالَمِينَ good service,
Amazing food,
Hey Siri,
"The restaurant has always been consistent with good food, thus the loyal Clientel. However, tonight the fish wasnt fillet as requested but they did call and say if whole fish was ok to send as already prepared. Unforunately the fish was over cooked and too crispy to be able to be enjoyed. The food was delivered hot and soup was good but the fish was a waste of money.",
Very fast,
Missing red curry,
Good,
Overpriced,
Worst company and service as usual,
Expensive for what you get,
Wrong item was delivered,
I did not recive my order since 2 hours!!,
No,
I am still waiting for my order and in the application it shows that it is delivered!!!!?,
the sandwish was too salty we coulnt eat ☹️,
👍🏻,
.,
H,
Thank you,
very cold and not closed properly the cover was open ... anyway .... thank you,
I paid and i didnt get my order,
nice food,
excellent,
👌🏾👌🏾👌🏾,
Amazing quality !!! Never been disappointed !,
I ordered iced Americano but I got hot,
🙏🙏👌🏻👌🏻,
F,
.,
,
Order took forever to reach even though location is right next to trazo(5 minutes) coffee was cold and not pleasent,
,
👍🏻,
Yummi yummi,
Not wearing mask,
Good,
Good,
❤️❤️,
Wrong items,
"The estimated time was 30 minutes at tge begginig, and it took more than 1 hour (traking time increased afterwards)",
Good,
"Great food, it would be great if the customer can customize the mix crossant box.",
Best croissants in town,
The food arrived messy,
T,
V,
,
,
T,
"Orange Tamarind drinks did not have enough tamarind zing to it, tasted more like orange juice.  Tamarind Mint also was not 'chatpata"" enough. A bit disappointed.",
I,
Perfect,
G,
Gteat,
Good,
"Tropical is tropical. It's already known.
I had 4 ice-cream orders with special notes, and they didn't miss any of them.. Excellent.",
Good experience.,
I wish they ask before belivery,
Fresh! Thanks,
I never got the order,
It test bad,
♥️,
Bbcckogvuvh,
,
Thanks,
M,
V,
There is no delivey option remove it from the feedback pleasr,
🤩,
amazing,
Bery delicious,
G,
😍,
I felt I got great quality for the amount I paid,
Excellent food,
Excellent food,
"Rider had our order, didn't deliver it and went to pick up another order from a different restaurant. Food arrived cold. When we asked him why he's picking up another order  he said he couldnt find our address!",
Food was amazing ! 5/5,
Excelent,
"As usual. food is amazing, fresh and reaches on time",
Best and only AUTHENTIC Turkish food in Oman,
Excellent packing,
The food arrived right on time and tasted super great. What's even better is that they provide you with a complementary cheese pie and lahamacun. Will definitely order again from this restaurant. Best Turkish food in Muscat.,
"I didn’t receive my 2nd drink, The food packaging was perfect",
👍🏻,
This my first time I use talabat excellent job,
Poor service,
Amazing!,
"The order is wrong, I want cold and it arrived hot",
,
Good,
Missing item,
how come u bring coffe without sugar .yyyyyy,
ridiculously small size for a 2.5 OMR fajita. did they forget to pack the other half of it???,
Pleasant,
Good,
👍🏻,
"ordered chilled tea, got a hot one lol. due to my tooth removal i cannot drink it and thats why i ordered an iced version, frustrating.",
good,
good,
good,
I ordered Americano. I have been given Capuccino.,
They ignored the special request which was very important. There is also no small size listed in the menu!!!!,
Good,
🙏🏻,
"Messy packaging, coffee is all dripped over the cup and cup holder. No foam at all in coffee so watery. Too much sugar , really bad experience wont order second cup online next time.",
😍,
More litle money but its the best fresh food,
very good thank you,
"Not A happy customer, when delivered the food was spilled in the bags and all over the place",
Great,
Most of the meat was bones and very chewy,
Good good great,
,
packaging could be improved,
Nice,
Wrong order was delivered,
🔥🤤🤤👌🏻,
Food quality is not as expected,
Please don’t order as they changed the way of cooking. Rice is burned and the chicken was dry and burned 0/10,
WRONG ORDER DELIVERED,
The food I received smells bad,
Good approach,
Great in following additional instructions :),
.,
Wow,
Overly priced compared to other coffee outlets,
super tasty 😋😍,
Very polite drver,
Im still not get my oder he speaking not good and not give my oder still now,
"Superb taste &amp; quality ,, keep rocking🔥🤩🔥- perfect Timing 🚙",
"The food packaging was perfect, I was impressed with how fast my order arrived, I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations",
Fast delive,
Coffee and food not delivered hot,
Awesome sandwiches!,
V good,
It was verry fast,
Good,
Good job,
,
This is not Not right from your side I'm paying you and I've done a small request and you have ignored it and not even said that we cannot provide Makes us very upset and mad and even Disappointed  from your service,
Good,
I’ve cream all water,
I never got my order,
"This is the second time they brought me the wrong order, not going to order from McDonald's again.",
Great,
McDonalds continuosly doesnt adhere to customer instructions. Always doesnt read the requests,
"It was spicy and very cold, very dissapointing . We didnt eat it",
👍🏻,
Wrong order,
"This is the third time, i chiose large meal and they gave small and rather than the special request they gave all chikcen wings which i never mentioned ! Who gives 3 wings on a special request of 1 leg and 2 thighs?

Not at all nice",
.,
Aaa,
Creative staff love it,
Wrong label,
Good,
Wrong item,
Good job,
On time,
wrong item delivered,
Ok,
"tasteless sandwich and wrap it was not prepared as we normally have. No mustard sauce no ranch sauce.  , It wasn’t great value for money",
Prompt,
HSBC ENTERTAINER SHOULD BE USED.,
.,
He dos not folw the instractions,
🥰,
Good service. Keep it up!,
Wow,
They messed up the entire order.,
Great,
No comment,
Thanks,
🤝,
The bag smells like a cigarette,
Hhg,
.,
One missing item,
I love u 🥺🤍,
💓,
"order was completly messed up, the juice was spilled inside the bag and the pancake box was agressively moved all pancakes stuck together",
good,
the rider smells like segregated,
⭐️⭐️⭐️⭐️⭐️,
Nice,
Perfect and fresh,
Excellent food,
Creole sub and chicken sandwich were too small. The taste of the burger patties are tasetless. A waste of money.,
My order isn't delivered and it says it has been delivered,
Excellent food,
good,
The source in the burger is allot.,
Five stars,
very good service,
Amazing,
Very good,
"I ordered and paid for a burger, but received a slider",
Good job!,
ordered 3 sandwiches only received 2,
G,
Its nowhere near wagamama standards. The chilli squid is so hard and feels like its been there for two days. The Bang Bang Shrip is really bad. And the chicken katsu is just not the same as any other country,
Hiid,
The rider couldnt find my location and was not being cooperative. He expected me to go his location when i specifically told him that i couldnt go outside. He marked the order delivered while he still was trying to find my house. Extremely inconveinient and unhelpful interaction.  Super disappointed,
"Beef is little chevy but tastes good. 
Noodle is good",
Verygood,
,
Great,
Excellent food,
.,
Very. Good,
Good,
❤️☺️,
Best food ever!,
Good,
The noodles was supwr dry and it was missing the pickled ginger. Lacked in taste as well as it was almoat burnt.,
Order jot delvired and falsly stated eeivlred,
Sooooooo goooooood🔥,
"Great, fast and excellent",
Amazing. Hot fresh and tastyy,
Good quick and expected,
the worst chicken katsu curry I've ever had. Extremely overpriced.,
they ignored my notes,
I love it,
"I have ordered 2 regular karak, received big cups half filled only! 👎🏻",
👍🏻,
F,
The prata was dry they increase the price but at the same time the qulity of the food decrease,
Good,
"Guys I have written in both English and Arabic without onion, it can basically onion sandwich😒",
The tea not hot as it was expected.,
Good,
👍👍,
"The food packaging was perfect, I was impressed with how fast my order arrived, I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations",
Amazing,
thanks a lot,
The Mishkak was too chewy.,
Tea was with sugar whereas we ordered without Sugar,
I did not receive,
Food quality should definitely be improved,
The food packaging was perfect,
Ok,
Perfect,
Perfect,
Good,
Perfect,
Sorry but the food and the pictures don't match. Croissant is actually thick samoon and the cheese is the cheap type. Sorry but not ordering from this again due to the lack of credibility of the pictures and their description. It's deceiving.,
👏🏻👏🏻👏🏻🔥,
Tasty,
Good ok,
,
❤️,
💕,
May Allah accept our charity....Aameen,
G,
Su,
,
👍🏻,
May god bless you for the good work which you are doing.,
ok,
Good,
KEEP UP THE GOOD WORK.MAY GOD BLESS YOU.,
🌹,
Goid,
Good,
This will be last time i will order this salat full cabbage.,
Hh,
.,
Great,
👍🏻,
,
"Fast ⭐️⭐️⭐️⭐️⭐️👍🏻
🍔",
J,
M,
,
Took too long and food was cold and soggy,
Quick,
None,
WOW,
Excllent,
"Fries were cold, drink was different of what i ordered.",
nice talking,
You forgot to add the shrimps and sauteed mashrooms. I am really disapponted!!,
Everything was stale and dry. The fries ans zuchini chips tadted dead. The burger tasted like cardboard with no sauce. Last time i ordered they had missing items. This was the last strike for park burger they used to be good but clearly something went wrong.,
it good,
The meal was so small,
"Portion extremely small for which price is high, picture shown does not resemble real size at all. Very disappointed",
Amazing taste always.,
My order is misidng an item,
,
Food was not even average taste.,
👌🏼👌🏼👌🏼👌🏼,
"As always: Good, filling and fresh",
I have ordred 36 pcs and i receive only 21 pcs!,
"the fries was fresh only, but the burger sandwich is full of oil and can't test sth else just oil!! .. and they didn't put katchup bags!!",
"The burger taste very bad , not like befor ,beef  totaly differnt than before ,",
Great,
"Ordered loaded friesand some ingredients mentioned in the description and shown in the picture were missing, the restaurant didn't call to ask me if I still want it or not with the missing ingredient",
M,
Tasty,
"Fabulous ice cream. Super speedy, special service. A1!",
Packing has become too small,
🐐,
Fast,
Awesome,
👌🏼,
❤️,
Awesome!,
You didnt bring us the extra hot fudge,
,
👍🏻 fast delevary,
Very fast,
Great as usual ☺️,
Awesome,
Great service!,
Taking more than 4 hr,
Good,
Perfect,
👍,
,
,
Gr8,
gg,
👍🏻,
🤝,
Good job,
Excellent service,
nice driver,
-,
Awesome,
amazingly tasteless,
Missed my drink,
My Kungpao chicken was made with pranuts instead of cashew nuts and was betu spicy instead of medium spicy,
Too much oil,
Ok for service &amp; menu👌,
Always arrives feesh and delicious,
"I noted noodle with vegetables, but it came still with it.",
"Where the F*** is the cutlery, im supposed to eat with the hands or what!? Cheap place",
The food was way too oily,
I canceled my order because it was not delivered at all! For more than an hour and i contacted your team for refund and i was not refunded! So no food and bo money back! That is not acceptable,
Rider bad behaviour,
Excellent Chinese food,
"The chicken platter was way too salty, too much dry Chilli and had small bones. Rest of the dishes were okay, but for the prices we expected better.",
Great,
"We love this restaurant, best chinese in town",
Map reading skills are not good,
All great. Thanks,
We ordered beef &amp; black bean sauce!! No black nean sauce only chili oil with way too many chili that over powered the dish!! Also kumg pau chicken same as beef full of chili oil and chilies so both dishes inedible. Really disappointing.,
Food too oily,
Fast,
👍,
ice cream was melted,
Gud,
Forgot one portion,
melted ice cream,
Ok,
"Worst experience ever, I took much time to receive the order and the it came without spoons !!",
Driver did not wear mask which made me slightly concerned,
Only got one ice cream,
good,
"Amazingggg, by far my favorite ice cream flavor i've ever tried. They also delivered it perfectly fine, it wasn't melted which shocked me and made me really happy.",
Amazing and refreshing 😍🤩👍,
My order didn’t arrive within the time I expected,
The food packaging was perfect,
I would live to give feedback to Häagen-Dazs that JOJO helped me with me with my order. He is extremely polite and helpful and fixed the problem i had. Truly an employee that deserves appreciation. 🙏🏻 thank you for the prompt service,
I was impressed with how fast my order arrived,
They did not get my order right,
More ice so the ice cream doesnt melt,
"The food packaging was perfect, I was impressed with how fast my order arrived, I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations",
I have not received my order yet it says delivered,
Every thing in This resturant is soooo niiiiice 😋,
This was the best pasta on talabat but this time it tasted diffrent and chicken was small and  shrunk. i hope they see this review and do something about it,
Ordering their Beef Fundido might have been the best decision in my life,
👌🏻,
👍🏼,
Good food,
yummy,
Best mexican food in Muscat,
The taco was not fresh!!!,
👍🏻,
It took almost 2 hour and stil no collect the order,
Excelkent service and food,
Good,
Great Tacos!,
Worst brownie I ever had !,
Ok,
Food was toooo dry,
Pickle is bad,
Good,
,
Great,
Nice,
Great food,
We had a missing item in our order,
1,
100%,
Missing item always,
I recieved wrong item twice from this resturant,
Good,
I got sick after eating ghis restrant,
balls,
Everything was perfect,
,
🙂,
Good,
V,
Goo,
I felt I got great quality for the amount I paid,
"The food packaging was perfect, I was impressed with how fast my order arrived, I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations",
He sisnt come out if the car and made mw go pick it,
goo,
w,
Highly recommended,
amazing shawarma,
No,
No,
For the second time items missing,
Food was delicious and surpassed my expectations,
Amazing food great quality 😋,
,
food is coold,
Nothing,
"سندويشه الفاهينا إدماااااان خيااال كتييييير طيبه 
unbelievably delicious sandwiches",
Amazing food and high quality keep it up 😋,
Good,
🤩,
Good,
🤩,
Noodles were good and food came quickly,
Good,
Awesomeness,
Frout salad was not good,
.,
Nice food,
Difficult to communicate,
Recieved my food in a used burger king bag. Absolute disappointment,
best spring rolls in town 😋,
No teat in the food,
,
Deep fried Sesame chicken isn't good,
"Just good 
They did not send soya souce and chop sticks with the food 

Thank you",
Food quality was good today as i felt it was tad salty today compared to earlier orders. Hope its a one of incident,
Great,
,
vgood,
"Consistent and excellent tasting authentic chinese food as always, keep it up",
Ok,
I asked not get bread but it came anyway.,
I was impressed with how fast my order arrived,
Ok,
H,
They did not add the Humus to the meal!!,
Tracking time changed 3 times and preparing food took long time,
Half order,
Wrong order and missing items,
"The food packaging was perfect, I was impressed with how fast my order arrived",
"Really poor quality food, so sorry to this reaturaunt get worse and worse every time I order. Consistency level zero",
no comments,
Every time same issue. No changes !!!,
Goos job,
Very good on time,
food is good and the rider is so friendly arrive also on time,
The pizza box was not sealed and delivered open!!! No hygene at all,
Perfect,
Its so kinf,
Efficient,
,
Wrong order but im too hungry to complain 😅,
the order was not fresh and tast was zero,
Goog,
Super,
All the best,
Pizza is perfect very hot abd tasty. But missing tissue  with the order.,
Guf,
G,
No proper response for wrong order,
Asked for no ice and it came with ice and the drinks tasted so so watery,
So bad,
The food packaging was perfect,
The food packaging was perfect,
"highly recommend the Taro Milk Tea with Pearls. rich and creamy, smooth and dreamy. also, purple.

Two Suggestions : 1) please use better cup holders, they can barely carry the weight of the drinks and I lost a Taro to that. 
2) have the Toppings as an option under the drink we pick so you know what goes into what.",
I paid for the pearls but didnt get them !!!! I called the realtor and they said its not their fault bcuz the bill only showed milk tea !!!!,
Food was delicious and surpassed my expectations,
My order came without toppings even tho i had mentioned in the comments.. Resturant refused to add even tho i said I would pay extra!!,
Always late,
"The food packaging was perfect, I felt I got great quality for the amount I paid, I was impressed with how fast my order arrived, Food was delicious and surpassed my expectations",
,
,
"On time , thank you",
The order took around an hour and it was saying it will be delivered in 32 minutes,
Hallomi cheeee was missing fm the order which was paid extra for it,
👌🏾,
The chicken was completly raw in both burgers ! Inedible - never order thid again,
Excellent taste,
Good,
Rider stops multiple places with my food,
Food is expensive,
Excellent,
"Will never order again, food is cery bad and too much sauce",
Food is cold,
Fresh and reached on time. tasted great,
Very good overall process,
"missing peri peri fries, chicken espetada quite poor, seems half portion, all food cold, quite dissapointed",
I called both side and delivred n time,
Nandos sent the chicken pineapple skewers but forgot to send the pita bread and salsa that should have come with it,
"Well packed, but the corn seems old...",
All was so good,
we ordered Americano. Item is not as shown in the picture it was black coffee. there was no sugar given.,
The order was placed in wrong location and still disnt recieve my order until now and the things i orders are hot drinks!!!!!,
♥️,
Good.,
💙💙💙💙💙💙,
🤍🤍🤍🤍🤍,
i specially ordered low fat milk and my request was totally ignored! the attention to the order that makes the difference !,
I received a burnt sandwich and when I complained all I got was 'sorry',
Too much salt in the salted caramel latte!,
,
the coffee was very bitter even though i asked for extra sweet. Very bad coffee,
Could use better packaging,
So delicious,
Gg,
Good,
👌🏻,
.,
It’s not good. Why ???,
Good,
👍🏼,
Thanks,
good,
Not good packaging,
Rider kept the drinks outside without contacting and left,
There was no ice in thw spanish ice latte it arrived warm,
Delivered in 6mins from the time I placed the order!,
Ok,
They are fast,
Tasty,
They always whatsapp and call,
Everything was perfect,
,
Bad attitude,
"Listened to feedback and specially called me, was greatly packaged!",
Thanks,
Very good service,
😍😍,
The paper under the fries got soggy and got stuck to the fries - should be some other system,
😍😍,
Very good,
amazing as always,
😍😍,
😍😍,
Overpriced,
Hi,
I ordered Qalyah Meat but received Qabuli Qalyah Meat !!!,
Amazing,
"Overpriced , not as expexted",
Delecious,
"Prices arr very high! Why would it cost 3.500 for macaroni! Also, meat is not the best taste. Sandwitches are very small. Reduce the amount of money for a small food portion.",
This is the smallest sandwich I ever ate in my life!!!! Like is so tiny I couldn’t see what inside it !!!!!!,
😔✅,
Amazing qaoobli,
No,
Good,
Perfect arrived hot and fress 😍😍😍😍,
Like,
Phone busy .. inaccurate tracking no reply from talabat measage,
Nice,
Good,
I want some one to call me they deilverd only one acai and i odered two,
,
Please i dont want the same rider nex time !!!! He cant track the address !!!!,
Thank you,
Super Delicious,
Super talabat,
Excelent,
My oreder doesnt delevrd,
Thank you,
,
No cash change,
Messages was unclear and not in english,
Ok,
"Great food , nicely wrapped.",
My order was not recieved,
,
"Amigo team, the food was good! but you mixed up your own meals ie burrito meal and burrito bowl meal, pay more attention order ticket. I ordered a burrito meal but instead got a burrito bowl. 😞.",
Good,
"Amigos can improve quality by adding few napkins and at leas printed bill.
Also, hot and cool stuff cannot by in same bag.",
Our special request of no onions was ignored. Instead amigos put EXTRA onions.,
"Food is too expensive for the quality i received, came all soggy and bad tasting, food tasted bad and i dont recommend ordering it. The restaurant is good irl but dont order, there are plebty of better options",
I received my order quickly and it was exactly what I asked for.,
