,0
199,There is no delivey option remove it from the feedback pleasr
200,ممتز
201,ً
202,🤩
203,دعواتكم لي بالتوفيق🤍
204,شكرا
205,جزاهم الله خير وجزاكم الله خير افضل تطبيق
206,شكرا
207,amazing
208,باركو ل ريان نجحت وطلعت ليسن 😔❤️❤️
209,يارب ريان تنجح في الشارع يوم الاحد🙏🏼🤝
210,ب
211,وي
212,ت
213,جيد جداً
214,ربي يتقبل
215,Bery delicious
216,ممتاز
217,G
218,نتمنى انه نتأكد بطريقة انه الفلوس وصل للفريق الخيري
219,شكرا لكم
220,اين الطلب
221,كان تغليف الطلب ممتاز
222,😍
223,وقت التوصيل كان سريع جداً
224,كان تغليف الطلب ممتاز
225,"كان تغليف الطلب ممتاز, وقت التوصيل كان سريع جداً, حسيت ان نوعية الأكل كانت ممتازة بالنسبة للسعر, كان الأكل لذيذ جداً وفاق توقعاتي"
226,I felt I got great quality for the amount I paid
227,جيد
228,
229,رائع
230,❤️
231,زد
232,💕
233,May Allah accept our charity....Aameen
234,G
235,من ميزان حسناتكم
236,Su
237,￼
238,👍🏻
239,May god bless you for the good work which you are doing.
240,ز
241,ممتاز
242,ok
243,Good
244,ممتاز
245,KEEP UP THE GOOD WORK.MAY GOD BLESS YOU.
246,🌹
247,دار العطاء ما يوصل اكل ود الحلال
248,Goid
249,Excellent 👌🏻
250,Wrong juice brought
251,Good
252,😁
253,Tasty
254,Good
255,جيد جدا
256,Very good
257,never fails to disapoint
258,Rider not deilvered item and he marked as delivered
259,جيد جدا
260,الشراب غير بارد / ولايوجد عود الشرب
261,There were small pieces of unripe (crunchy) mango in the fresh mango juice I had ordered. I ordered 4 mango juices in total. Why would Mango Talaat put unripe mangoes in their juice??? So upset by this
262,سريعين🤝
263,محترم
264,جيد جداً
265,Very good service
266,amazing 👏
267,السايق جميل جدا
268,Ordered large received medium
269,قمه لذاذه ..
270,احب اطلب . اكلهم لذيذ
271,I did not recive my order since 2 hours!!
272,No
273,I am still waiting for my order and in the application it shows that it is delivered!!!!?
274,the sandwish was too salty we coulnt eat ☹️
275,👍🏻
276,رهيب
277,الشورمة كذبة
278,جميل
279,.
280,H
281,Thank you
282,ممتاز جدا
283,روعه
284,very cold and not closed properly the cover was open ... anyway .... thank you
285,I paid and i didnt get my order
286,الاكل مالح جدا ما قدرت ابدا اكله للاسف رميته اريد فلوسي
287,nice food
288,excellent
289,الاكل يصل باردا بعض الشي
290,ممتازه
291,هل تم توصيل الأمانة إلى الجمعية؟
292,بالتوفيق❤️
293,ا
294,
295,ت
296,👍
297,
298,
299,Gr8
300,gg
301,👍🏻
302,🤝
303,اتمنى يكون سريع التوصيل اقل عن نص ساعه
304,Good job
305,استمروا في هذا التعامل المميز
306,Excellent service
307,nice driver
308,-
309,.
310,ممتاز
311,حبيت طريقة تغليف طلبي
312,B
313,
314,شي لذيذ من الاخر فقط السندويش كان بارد مع ان هناك اختيار تريدها ساخن او بارد
315,جميل الاختيار والطعم ❤️‍🔥
316,The coffee was good but the croissant was very bad not fresh and no taste.
317,Excellent
318,The latte and cappuccino arrived with no froth t all despite request to make it extra hot and foamy
319,😍😍😍😍😍😍
320,افضل كوفي ف العالم 🤗❤️
321,The best coffee 😍
322,مق يفوز اقوى كوفيييييي،  لذيذ
323,"Handsdown the best coffee in town, i recommend it well done"
324,Amazing 👌🏽
325,Very bad.. the coffe with no foam at all!!
326,حبيت كل شي الستاف والقهوة وكل شي راقييينننن شكراً
327,￼
328,سريعين 😍😍
329,FINALLY! The best coffee is in souq almadinah 🔥 BEST spanish ! Highly recommended.
330,ود الحلال هذا ما مطعم تسوي رفيو يا حبيب قلبي انت باكر الكلاسيكو كيف شابه ؟
331,شكرا في ميزان حسناتكم
332,
333,خههههه تستهبل ؟ تراه ما يوصلوا اكل سلامات كبتن
334,🙂
335,Good
336,V
337,Goo
338,شكرا
339,I felt I got great quality for the amount I paid
340,ما نقص مالٌ من صدقه
341,الأكل كان ممكن يكون أفضل
342,"The food packaging was perfect, I was impressed with how fast my order arrived, I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations"
343,T
344,V
345,
346,العصير م في طعم مبالغ حرام اخذتوها
347,
348,T
349,"Orange Tamarind drinks did not have enough tamarind zing to it, tasted more like orange juice.  Tamarind Mint also was not 'chatpata"" enough. A bit disappointed."
350,I
351,Perfect
352,ليش ما وصل طلبي للحين !!؟؟
353,G
354,Gteat
355,Good
356,"Tropical is tropical. It's already known.
I had 4 ice-cream orders with special notes, and they didn't miss any of them.. Excellent."
357,روعه ف الوقت المناسب
358,Good experience.
359,شكرا
360,I wish they ask before belivery
361,Fresh! Thanks
362,I never got the order
363,It test bad
364,👌🏾👌🏾👌🏾
365,Amazing quality !!! Never been disappointed !
366,I ordered iced Americano but I got hot
367,🙏🙏👌🏻👌🏻
368,F
369,.
370,
371,Order took forever to reach even though location is right next to trazo(5 minutes) coffee was cold and not pleasent
372,
373,👍🏻
374,Yummi yummi
375,Not wearing mask
376,Good
377,Good
378,❤️❤️
379,Wrong items
380,"The estimated time was 30 minutes at tge begginig, and it took more than 1 hour (traking time increased afterwards)"
381,Good
382,"Great food, it would be great if the customer can customize the mix crossant box."
383,Best croissants in town
384,The food arrived messy
385,No
386,Nice
387,A little too expensive
388,I was impressed with how fast my order arrived
389,"The order is wrong, I want cold and it arrived hot"
390,
391,Good
392,Missing item
393,how come u bring coffe without sugar .yyyyyy
394,كل شي ممتاز
395,ridiculously small size for a 2.5 OMR fajita. did they forget to pack the other half of it???
396,Pleasant
397,Good
398,👍🏻
399,"ordered chilled tea, got a hot one lol. due to my tooth removal i cannot drink it and thats why i ordered an iced version, frustrating."
400,good
401,good
402,good
403,I ordered Americano. I have been given Capuccino.
404,They ignored the special request which was very important. There is also no small size listed in the menu!!!!
405,Good
406,🙏🏻
407,"Messy packaging, coffee is all dripped over the cup and cup holder. No foam at all in coffee so watery. Too much sugar , really bad experience wont order second cup online next time."
408,good
409,I have missing item !!
410,Good
411,Good job
412,
413,This is not Not right from your side I'm paying you and I've done a small request and you have ignored it and not even said that we cannot provide Makes us very upset and mad and even Disappointed  from your service
414,Good
415,ممتاز
416,I’ve cream all water
417,I never got my order
418,"This is the second time they brought me the wrong order, not going to order from McDonald's again."
419,Great
420,McDonalds continuosly doesnt adhere to customer instructions. Always doesnt read the requests
421,"It was spicy and very cold, very dissapointing . We didnt eat it"
422,الكولا مره ساخن ولا يوجد فيه ثلج رغم المسافه جدا قريبه
423,👍🏻
424,Wrong order
425,"This is the third time, i chiose large meal and they gave small and rather than the special request they gave all chikcen wings which i never mentioned ! Who gives 3 wings on a special request of 1 leg and 2 thighs?

Not at all nice"
426,سي
427,.
428,ممتاز
429,Aaa
430,Food could be hotter
431,العيش غير كافي
432,😍
433,More litle money but its the best fresh food
434,very good thank you
435,"Not A happy customer, when delivered the food was spilled in the bags and all over the place"
436,Great
437,Most of the meat was bones and very chewy
438,ممتاز
439,Good good great
440,￼
441,packaging could be improved
442,Nice
443,Wrong order was delivered
444,🔥🤤🤤👌🏻
445,Food quality is not as expected
446,وصلني الأكل بارد بعد انتظار ساعه و نصف
447,الاكل غالي ع الفاضي ما يستاهل كل هاذي القيمه للاسف
448,Please don’t order as they changed the way of cooking. Rice is burned and the chicken was dry and burned 0/10
449,WRONG ORDER DELIVERED
450,The food I received smells bad
451,Good approach
452,Good food fresh bread
453,Rider doesnt have 100 baisa chnage for 900 baisa order
454,Great service
455,yummy &amp; heavenly food
456,Good service
457,Very Good
458,ممتاز
459,Nice
460,Excellent food
461,ممتازة
462,🤩
463,البرجر اخر مره كانت كثيييير صغيره غير عن كل مره ناخذها
464,جيد
465,جيداً
466,Good
467,"Great service, tasty cake!"
468,Great
469,الاكل ليس حاراً
470,How
471,Impeccable 😇
472,Perfect
473,كفو🥺
474,Thanks
475,ممتازه
476,🤝
477,The bag smells like a cigarette
478,Hhg
479,.
480,One missing item
481,ممتاز جدا
482,I love u 🥺🤍
483,💓
484,"order was completly messed up, the juice was spilled inside the bag and the pancake box was agressively moved all pancakes stuck together"
485,good
486,سريع
487,عدلوا  اسلوب عمال
488,the rider smells like segregated
489,ممتاز
490,الطلبية ناقصة
491,⭐️⭐️⭐️⭐️⭐️
492,Nice
493,Perfect and fresh
494,Foods were rotten
495,Good
496,Good
497,البطيخة سعرها غاليه وطلعت صغيرة جدا وبيضاء تماما من الداخل وغير صالحة للاكل وكان عندي ضيوف
498,خطا ف الطلب وايضا الموز مش صالح
499,I received rotten lychees
500,everything is packed in an obscene amount of plastic. come on...
501,I like
502,👍🏻
503,👍🏻
504,شكرا لكم
505,While ordering it showed that if you order is above 3.5ro you will recieve caramel. I ordered for 4.3ro. When i recieved the order there was no caramel. Food was very tasty &amp; delicious.
506,Good food
507,Wrong order
508,ممتاز
509,ت
510,Uu
511,جيد
512,الشوارما اللحم قليل جدا والبصل كثيييير
513,كميه غير كافيه
514,"best restaurant ,, All vegetables are fresh ,, All meals are delicious ,, thank you toooo much"
515,👍🏻
516,Rider didn't follow the location correctly and ask me to send the location one more time on whatsapp and also he didn't wear mask.
517,السلام عليكم لم استلم طلبي للأسف
518,ممتاز
519,ممتاز
520,Very good food my fav
521,لذيذ
522,Coffee and food not delivered hot
523,Awesome sandwiches!
524,V good
525,الطلب مختلف عن الي حددته
526,طلبي خطا
527,I
528,Ok
529,ممتاز جدا جدا جدا والاكل ساخن وجميل بصراحة روووووعه
530,التأخيييييير
531,Perfect
532,Perfect
533,Good
534,Perfect
535,السأئق ممتاز
536,Sorry but the food and the pictures don't match. Croissant is actually thick samoon and the cheese is the cheap type. Sorry but not ordering from this again due to the lack of credibility of the pictures and their description. It's deceiving.
537,👏🏻👏🏻👏🏻🔥
538,Tasty
539,Good ok
540,Ok
541,حلووو اكلهم
542,Good
543,جيد
544,Good
545,💆🏻‍♀️💆🏻‍♀️💆🏻‍♀️💆🏻‍♀️
546,جيد
547,Noce
548,لا
549,الحمدلله
550,توكلنا على الله الحمدلله على هذي التسهيلات الله يوفق الجميع يارب
551,"طلبي ما وصل بالسرعة التي كنت متوقعها, من ناحية القيمة مقابل السعر، طلبي كان عادي"
552,ممتاز
553,"صل على النبي, حسيت ان نوعية الأكل كانت ممتازة بالنسبة للسعر"
554,thanks for your service
555,وقت التوصيل كان سريع جداً
556,ياريت لو في قيم أقل نفس ريال أو ٢ أو ٣
557,"Very bad , taking money without any service, I’m very upset"
558,طعام لذيذ
559,الله أدم علينا نعمة استشعار نعمك.. اللهم ارزقنا بها مرتعا في الجنة
560,very good
561,في ميزان حسناتكم
562,الله لا إله إلا الله وحده لا شريك له له الملك وله الحمد وهو على كل شي قدير
563,This will be last time i will order this salat full cabbage.
564,Hh
565,.
566,Great
567,👍🏻
568,
569,برنامج رائع
570,"Fast ⭐️⭐️⭐️⭐️⭐️👍🏻
🍔"
571,J
572,M
573,جيد
574,
575,Took too long and food was cold and soggy
576,Quick
577,كل شي ممتاز فقط اتمنا ان ارى عروضات افضل واحسن
578,None
579,WOW
580,Excllent
581,"Fries were cold, drink was different of what i ordered."
582,nice talking
583,food is good
584,Creative staff love it
585,لذيذ وعلى الطلب
586,Wrong label
587,Good
588,تجربه ممتعه
589,Wrong item
590,Good job
591,On time
592,wrong item delivered
593,Ok
594,"tasteless sandwich and wrap it was not prepared as we normally have. No mustard sauce no ranch sauce.  , It wasn’t great value for money"
595,Prompt
596,HSBC ENTERTAINER SHOULD BE USED.
597,.
598,He dos not folw the instractions
599,🥰
600,Good service. Keep it up!
601,Wow
602,They messed up the entire order.
603,Great
604,No comment
605,"Fabulous ice cream. Super speedy, special service. A1!"
606,Packing has become too small
607,🐐
608,Fast
609,Awesome
610,👌🏼
611,❤️
612,Awesome!
613,You didnt bring us the extra hot fudge
614,
615,👍🏻 fast delevary
616,Very fast
617,Great as usual ☺️
618,Awesome
619,Great service!
620,Taking more than 4 hr
621,جيد
622,طلب لذيذ مثل مابغيته شكرا🥺
623,Good
624,Perfect
625,جميل
626,There is no compatability between the price and the size of the flower arrangement. I had expected more clrelation to thepicture correlating to the order. I cannot upload the photo i took
627,Very expensive 3 roses 5 rials
628,Thank you for the beautiful arrangement. It made my mother very happy.
629,تضبيط الورد حلو معاهم
630,شكرا 🌹
631,ممتازه
632,Good
633,ممتاز
634,اننات
635,ممتاز
636,AMAZINGGGGGG 😍
637,Thanks for your kindness
638,Thanx...💕
639,Very good
640,Amazing
641,Very nice amzaing
642,the flowers are amazing and the vase is just Wow
643,Great
644,All the best
645,Gorgeous flowers bery fresh and smelt amazing
646,Beautiful
647,All was so good
648,we ordered Americano. Item is not as shown in the picture it was black coffee. there was no sugar given.
649,The order was placed in wrong location and still disnt recieve my order until now and the things i orders are hot drinks!!!!!
650,♥️
651,Good.
652,نوع الجبن ليس مناسبا
653,💙💙💙💙💙💙
654,🤍🤍🤍🤍🤍
655,i specially ordered low fat milk and my request was totally ignored! the attention to the order that makes the difference !
656,I received a burnt sandwich and when I complained all I got was 'sorry'
657,Too much salt in the salted caramel latte!
658,
659,ممتاز
660,القهوه وصلت مختلفه تماماً عن الي توقعته وعن الصوره والطعم ابداً مش الطعم الي طلبته + الكيك الحسنه الوحيده بس حجمها صغير
661,the coffee was very bitter even though i asked for extra sweet. Very bad coffee
662,القهوه كانت اقريبا بارده
663,Could use better packaging
664,جيد
665,So delicious
666,Gg
667,Good
668,❤️❤️
669,My order didn’t arrive within the time I expected
670,😍😍
671,شكراً
672,رهيب
673,Excellent?
674,"It too one hour and 30 minutes to receive my coffee .. 
I did not receive it extra hot as expected just warm .
Starbucks take a lot of time to deliver coffee please keep note of that !"
675,ألذ قهوة شكراً لكم
676,He called me to his car
677,Great
678,Great!
679,Great
680,Great
681,Someone needs to come &amp; replace
682,starbuck was okaay
683,ممك
684,Reduce prices
685,"I ordered Iced Matcha Latte, and add Whipped cream. 0.460 which is not worth it to pay. 
the whipped cream isn't up to my expectation. they only a little white things top of my drinks."
686,Wrong item delivered
687,H
688,شكراً
689,Food was toooo dry
690,نوعية لحم الشوارما غير جيدهغير جيده
691,مشاوي بدون حمص او متبل؟! ولا سلطة
692,Pickle is bad
693,ممتاز
694,Good
695,
696,Great
697,Nice
698,Great food
699,We had a missing item in our order
700,١
701,100%
702,Missing item always
703,I recieved wrong item twice from this resturant
704,طلبت عصير وما وصلني !!!!  طلبي ناقص للاسف
705,ممتاز
706,Good
707,I got sick after eating ghis restrant
708,balls
709,Everything was perfect
710,لم يصل لي الطلب المطلوب تم تغير الطلب لماذا ؟
711,كنت اتوقعه مثلجا للاسف بدون ثلج
712,👌🏻
713,.
714,It’s not good. Why ???
715,Good
716,👍🏼
717,Thanks
718,good
719,Not good packaging
720,جدًا ممتازَ 🤍🤍🤍🤍
721,Rider kept the drinks outside without contacting and left
722,There was no ice in thw spanish ice latte it arrived warm
723,Delivered in 6mins from the time I placed the order!
724,ممتاز
725,Ok
726,انا طالب كوفي بارد ووصل لي جدا حااار وغير مرتب وبدون بيب
727,ممتازه
728,الثلج ذائب
729,They are fast
730,جميل
731,Every time same issue. No changes !!!
732,Goos job
733,اوك
734,Very good on time
735,food is good and the rider is so friendly arrive also on time
736,The pizza box was not sealed and delivered open!!! No hygene at all
737,Perfect
738,Its so kinf
739,Efficient
740,ممااز
741,
742,Wrong order but im too hungry to complain 😅
743,the order was not fresh and tast was zero
744,Goog
745,Super
746,لم يعجبني الطعم
747,All the best
748,Pizza is perfect very hot abd tasty. But missing tissue  with the order.
749,Guf
750,G
751,ممتاز
752,Every time same issue. No changes !!!
753,Goos job
754,اوك
755,Very good on time
756,food is good and the rider is so friendly arrive also on time
757,The pizza box was not sealed and delivered open!!! No hygene at all
758,Perfect
759,Its so kinf
760,Efficient
761,ممااز
762,
763,Wrong order but im too hungry to complain 😅
764,the order was not fresh and tast was zero
765,Goog
766,Super
767,لم يعجبني الطعم
768,All the best
769,Pizza is perfect very hot abd tasty. But missing tissue  with the order.
770,Guf
771,G
772,ممتاز
773,Disappointing
774,جابو لي باقة غير عن الي طلبت😢
775,Good
776,Goid
777,amazing service from bella rose
778,ت
779,The foil helium balloon was half full and looked poor. This was a gift for our boss and quite embarrassing. Not impressed. I think we deserve a credit or refund
780,Delivered after 1 hour instead of 25 minutes like the app said.
781,Beautiful Roses! Stupendous fragrant on the flowers and the quality of the bouquet deserves 5 stars.. Highly recommended..
782,thanks in deep
783,Nice service
784,I was impressed with how fast my order arrived
785,Loved the bouquet fresh roses .
786,Excellent!
787,"Im never buying from this shop ever again. 
Cheapest quality of flowers i have ever seen in my life. If you a buy a bouqet from lulu for 5 rials jts better than their 20 rials bouqet."
788,Order delivered before time
789,I felt I got great quality for the amount I paid
790,I felt I got great quality for the amount I paid
791,It’s not the same .. am disappointed
792,حبيت طريقة تغليف طلبي
793,كان تغليف الطلب ممتاز
794,No
795,Good
796,كوكيز لذيذ
797,Perfect arrived hot and fress 😍😍😍😍
798,ممتاز
799,Like
800,Phone busy .. inaccurate tracking no reply from talabat measage
801,Nice
802,رائع جدا
803,Good
804,I want some one to call me they deilverd only one acai and i odered two
805,
806,Please i dont want the same rider nex time !!!! He cant track the address !!!!
807,شكرا
808,Thank you
809,Super Delicious
810,Super talabat
811,Excelent
812,My oreder doesnt delevrd
813,الطلب خاطيء
814,Thank you
815,جميل
816,الامور طيبه
817,كان طلبي تقليه مع خبز ... وصلت لي مع الارز
818,الاكل لذيذ للابد
819,الاكل لذيذ وطازج شكرا جزيلا
820,I ordered Qalyah Meat but received Qabuli Qalyah Meat !!!
821,Amazing
822,طلبي ناقص
823,قبولي قلية رهييييب
824,ممتاز جدا
825,"Overpriced , not as expexted"
826,Delecious
827,كان الاكل لذيذ ماشاءالله
828,"Prices arr very high! Why would it cost 3.500 for macaroni! Also, meat is not the best taste. Sandwitches are very small. Reduce the amount of money for a small food portion."
829,ا
830,This is the smallest sandwich I ever ate in my life!!!! Like is so tiny I couldn’t see what inside it !!!!!!
831,"حار جدا 
كثير فلفل"
832,😔✅
833,فناننننننننن
834,Amazing qaoobli
835,جيد
836,they ignored my notes
837,I love it
838,"I have ordered 2 regular karak, received big cups half filled only! 👎🏻"
839,👍🏻
840,F
841,The prata was dry they increase the price but at the same time the qulity of the food decrease
842,Good
843,"Guys I have written in both English and Arabic without onion, it can basically onion sandwich😒"
844,The tea not hot as it was expected.
845,Good
846,"عدم اكتمل الطلب التي استلمته 

عدم وجود شاي كرك والقهوة كابتشينو"
847,جيد جدا
848,👍👍
849,"The food packaging was perfect, I was impressed with how fast my order arrived, I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations"
850,Amazing
851,thanks a lot
852,The Mishkak was too chewy.
853,Tea was with sugar whereas we ordered without Sugar
854,I did not receive
855,Food quality should definitely be improved
856,The food packaging was perfect
857,Ok
858,الاكل ناقص
859,I asked not get bread but it came anyway.
860,جيد
861,I was impressed with how fast my order arrived
862,Ok
863,دبس الرمّان في الفتوش كان مضاف بطريقة كبيرة، أقترح انه تحطوا الدبس الرمّان في العلبة والواحد يستخدم حسب حاجته
864,H
865,They did not add the Humus to the meal!!
866,عدم التزام بالوقت المحدد في الموقع من المطعم وطلبات
867,Tracking time changed 3 times and preparing food took long time
868,Half order
869,لم استلم الطلب
870,جيد
871,Wrong order and missing items
872,لم تكتمل الطلبية كانت ناقصه
873,"The food packaging was perfect, I was impressed with how fast my order arrived"
874,الله لا يبارك فيكم ولا برزقكم على العينات من الاكل اللي تقدموه .. حسبي الله فيكم الله لا يبارك لكم يا رب
875,ممتاز
876,"Really poor quality food, so sorry to this reaturaunt get worse and worse every time I order. Consistency level zero"
877,no comments
878,♥️
879,جيد جدا
880,ارجو التواصل معي على 99100691
881,القوى بارده جدا
882,The mandazi has a cery weird smell i couldnt eat it
883,الاكل لذيذ 😍
884,Good
885,الطلب ناقص
886,لذيذ
887,Good service
888,الاكل جميل ولذيذ
889,Thx si much
890,الاكل شويه
891,"i love the paratha with egg and cheese and the samosa too.. still hot when delivered.. I'm kinda disappointed with the Chai Karak, too expensive very small serving.. i dont think it's worth the price.."
892,very expensive..compared to the other one  in market
893,ت
894,Cold drink
895,Missing order
896,I did not receive the Karak !!!
897,السواقين يلعبوا بالاكل و يسرقوا الاكل
898,Very good
899,البيض لم يكن جيد
900,الاكل غالي مقارنة بالكمية والمذاق،،، ما يستاهل هذا السعر
901,The food is so good especially the eggs and cheese 😋😋😋😋
902,H
903,حلو
904,N
905,The food was wonderful. Thank you!
906,Good
907,Sujuk hummus is great
908,Good business
909,Best manakish
910,ت
911,خفيف ولذيذ
912,تجربه جديده ومذاق ولا اروع 😍😍😍🌹
913,Good
914,
915,Quick and delicious; happy with delivery.
916,ممتاز
917,جيد جداً
918,جيد جدا
919,Excellent delivery service from On the wood!
920,Good
921,N
922,ممتاز جدا رائع والاكل لذيذ،😊
923,Thanks
924,اكلهم طيب
925,The rice without salt now almost three days i order also the order come without spoon so please make sure the rice with salt and there's spoon with the order
926,For hotdog sambosa hotdog to be cooked welldone and no sambosa suace
927,😍
928,الاكل كله زيت. زمان كان الاكل ممتاز. لا انصح به.
929,وجبه السمك المطفاي ما تستاهل السعر البداً. مجرد قطتين صغار من السمك وصالونه نصفها زيت. المطعم كان ممتاز سابقا وكنت اطلب بشكل يومي ولكن الظاهر تغيرت الادارة وتغير كل شي. لما تتصل فيهم ما يهتموا بالزبون. اتمنى من اصحاب المطعم اخذ ملاحظات الزبائن في الاعتبار.
930,👍
931,My order was ready from 10:36 and i recieved ot by 11:10
932,
933,طعم مميز
